mmcif_id,chain_or_interface_id,metrics,value
8A8J_1,poly:B||poly:X,DockQ,0.044
8A8J_1,global,tm_score,0.95312
7XUZ_1,poly:G||poly:J,DockQ,0.584
7XUZ_1,global,tm_score,0.22964
7XVN_1,poly:A||poly:P,DockQ,0.821
7XVN_1,global,tm_score,0.95046
7XVN_1,poly:B||poly:N,DockQ,0.768
7XVN_1,global,tm_score,0.92451
7XWH_1,lig:NAP||poly:A,ligand_rmsd,0.5914939023002124
7XWH_1,global,tm_score,0.9786
8E4F_1,lig:NAP||poly:A,ligand_rmsd,0.5957677579882389
8E4F_1,global,tm_score,0.95749
8FET_1,lig:NAP||poly:A,ligand_rmsd,0.45989997032869395
8FET_1,global,tm_score,0.60253
8HNQ_1,lig:NAP||poly:A,ligand_rmsd,0.9530912269426257
8HNQ_1,global,tm_score,0.94812
7XXB_1,lig:IAC||poly:B,ligand_rmsd,1.8566251305486035
7XXB_1,global,tm_score,0.84517
7XXI_1,lig:6AD||poly:A,ligand_rmsd,31.536183844456822
7XXI_1,global,tm_score,0.85995
7XY6_1,lig:I5D||poly:R,ligand_rmsd,
7XY6_1,global,tm_score,0.95545
7XYD_1,lig:GBS||poly:C,ligand_rmsd,
7XYD_1,global,tm_score,0.68698
7Y0L_1,lig:1MM||poly:A,ligand_rmsd,4.6813986252466835
7Y0L_1,global,tm_score,0.85949
7Y0W_1,lig:FUC||poly:L,ligand_rmsd,
7Y0W_1,global,tm_score,0.47533
7Y0W_1,lig:FUC||poly:H,ligand_rmsd,
7Y0W_1,global,tm_score,0.47533
7Y0W_1,lig:NAG||poly:L,ligand_rmsd,
7Y0W_1,global,tm_score,0.47533
7Y0W_1,lig:NAG||poly:H,ligand_rmsd,
7Y0W_1,global,tm_score,0.47533
8BW5_1,lig:NAG||poly:H,ligand_rmsd,
8BW5_1,global,tm_score,0.96359
8C1B_1,lig:NAG||poly:H,ligand_rmsd,0.3649066358085904
8C1B_1,global,tm_score,0.54787
7Y3H_1,lig:SAM||poly:A,ligand_rmsd,0.4100932947152032
7Y3H_1,global,tm_score,0.85626
8H0S_1,lig:SAM||poly:A,ligand_rmsd,0.4850027567695613
8H0S_1,global,tm_score,0.97419
7Y3H_1,lig:IAH||poly:A,ligand_rmsd,5.906617527249779
7Y3H_1,global,tm_score,0.85626
7Y3K_1,poly:A||poly:H,DockQ,0.356
7Y3K_1,global,tm_score,0.86959
8CUC_1,poly:A||poly:H,DockQ,0.122
8CUC_1,global,tm_score,0.64479
7Y3W_1,lig:KCX||poly:B,ligand_rmsd,1.0132367722633573
7Y3W_1,global,tm_score,0.56776
7Y40_1,lig:CR2||poly:B,ligand_rmsd,0.8261046986659114
7Y40_1,global,tm_score,0.48278
7Y6O_1,lig:NAG||poly:A-2,ligand_rmsd,0.27821417238215196
7Y6O_1,global,tm_score,0.34356
8D0O_1,lig:NAG||poly:A-2,ligand_rmsd,0.26865000731168875
8D0O_1,global,tm_score,0.48152
7YAG_1,lig:ACP||poly:A,ligand_rmsd,2.270431877560999
7YAG_1,global,tm_score,0.54334
7YC7_1,lig:TTD||poly:C,ligand_rmsd,0.5958045520554538
7YC7_1,global,tm_score,0.96361
7YDZ_1,lig:TTD||poly:C,ligand_rmsd,0.6509380801965728
7YDZ_1,global,tm_score,0.96918
7YC7_1,lig:TTD||poly:A,ligand_rmsd,0.5958045520554538
7YC7_1,global,tm_score,0.96361
7YC8_1,lig:GTP||poly:N,ligand_rmsd,1.751193220528504
7YC8_1,global,tm_score,0.68808
7YCI_1,lig:GTP||poly:B,ligand_rmsd,2.414725839122322
7YCI_1,global,tm_score,0.67399
8DVR_1,lig:GTP||poly:B,ligand_rmsd,1.1936401546320399
8DVR_1,global,tm_score,0.89516
8GXB_1,lig:GTP||poly:B,ligand_rmsd,1.8844414077021607
8GXB_1,global,tm_score,0.23884
7YDQ_1,lig:IRX||poly:A,ligand_rmsd,6.181685618664216
7YDQ_1,global,tm_score,0.56008
7YDW_1,poly:A||poly:F,DockQ,0.193
7YDW_1,global,tm_score,0.30612
8AAS_1,poly:A||poly:F,DockQ,0.028
8AAS_1,global,tm_score,0.95347
8DLF_1,poly:A||poly:F,DockQ,0.15
8DLF_1,global,tm_score,0.51829
8DZK_1,poly:A||poly:F,DockQ,0.112
8DZK_1,global,tm_score,0.98142
8EF9_1,poly:A||poly:F,DockQ,0.602
8EF9_1,global,tm_score,0.92307
8EFC_1,poly:A||poly:F,DockQ,0.315
8EFC_1,global,tm_score,0.90306
8FII_1,poly:A||poly:F,DockQ,0.411
8FII_1,global,tm_score,0.9592
8H9H_1,poly:A||poly:F,DockQ,0.03
8H9H_1,global,tm_score,0.62906
7YEI_1,lig:FAD||poly:C,ligand_rmsd,0.6270819572688049
7YEI_1,global,tm_score,0.96163
7YEJ_1,lig:FAD||poly:C,ligand_rmsd,0.627972098136323
7YEJ_1,global,tm_score,0.96347
7YEM_1,lig:FAD||poly:C,ligand_rmsd,0.6852518830383082
7YEM_1,global,tm_score,0.9636
7YEO_1,lig:PLP||poly:B,ligand_rmsd,0.4927356796498505
7YEO_1,global,tm_score,0.49436
7YF2_1,lig:SAH||poly:D-2,ligand_rmsd,0.5154958356169929
7YF2_1,global,tm_score,0.4981
7YF3_1,lig:SAH||poly:D-2,ligand_rmsd,0.4899371823941391
7YF3_1,global,tm_score,0.46745
7YG9_1,lig:SSU||poly:N,ligand_rmsd,1.8314680771173721
7YG9_1,global,tm_score,0.73879
7YG9_1,lig:SSU||poly:B,ligand_rmsd,1.8314680771173721
7YG9_1,global,tm_score,0.73879
7YGB_1,lig:SSU||poly:B,ligand_rmsd,0.8638463439755978
7YGB_1,global,tm_score,0.72448
7YG9_1,lig:SSU||poly:A,ligand_rmsd,1.8314680771173721
7YG9_1,global,tm_score,0.73879
7YGL_1,lig:A23||poly:C,ligand_rmsd,1.3191616380110514
7YGL_1,global,tm_score,0.91412
7YGL_1,lig:A23||poly:B,ligand_rmsd,1.3191616380110514
7YGL_1,global,tm_score,0.91412
7YGL_1,lig:A23||poly:A,ligand_rmsd,1.3191616380110514
7YGL_1,global,tm_score,0.91412
7YGO_1,lig:OHU||poly:A-2,ligand_rmsd,0.26438732666298514
7YGO_1,global,tm_score,0.47693
7YHO_1,lig:SF4||poly:A,ligand_rmsd,0.5442251303458924
7YHO_1,global,tm_score,0.59161
7YKN_1,lig:SF4||poly:A,ligand_rmsd,0.6350621327870213
7YKN_1,global,tm_score,0.97776
8CWR_1,lig:SF4||poly:A,ligand_rmsd,0.11322542779782295
8CWR_1,global,tm_score,0.44965
8D5V_1,lig:SF4||poly:A,ligand_rmsd,0.1336159047419133
8D5V_1,global,tm_score,0.80212
7YHP_1,lig:5CM||poly:A,ligand_rmsd,1.2073625457997303
7YHP_1,global,tm_score,0.56757
7YHP_1,lig:5CM||poly:C,ligand_rmsd,1.2073625457997303
7YHP_1,global,tm_score,0.56757
7YHQ_1,lig:PED||poly:C,ligand_rmsd,1.2881447624746671
7YHQ_1,global,tm_score,0.59459
7YHQ_1,lig:PED||poly:A,ligand_rmsd,1.2881447624746671
7YHQ_1,global,tm_score,0.59459
7YI6_1,lig:PCA||poly:D,ligand_rmsd,
7YI6_1,global,tm_score,0.836
7YI8_1,lig:SAH||poly:B,ligand_rmsd,
7YI8_1,global,tm_score,0.68849
8HAR_1,lig:SAH||poly:B,ligand_rmsd,0.656160336585268
8HAR_1,global,tm_score,0.8911
7YIT_1,lig:IVB||poly:A,ligand_rmsd,2.723920274950373
7YIT_1,global,tm_score,0.77762
7YKN_1,lig:DLZ||poly:A,ligand_rmsd,1.449608900928859
7YKN_1,global,tm_score,0.97776
7YLE_1,lig:DQY||poly:A,ligand_rmsd,2.9253251366301143
7YLE_1,global,tm_score,0.72363
7YLR_1,lig:FMN||poly:A,ligand_rmsd,0.7675830414254021
7YLR_1,global,tm_score,0.87559
7YLR_1,lig:FES||poly:A,ligand_rmsd,0.9411396110567231
7YLR_1,global,tm_score,0.87559
8HN2_1,lig:FES||poly:A,ligand_rmsd,1.435542340894202
8HN2_1,global,tm_score,0.51849
7YLS_1,lig:FES||poly:B,ligand_rmsd,
7YLS_1,global,tm_score,0.91042
7YM8_1,lig:J5C||poly:A,ligand_rmsd,
7YM8_1,global,tm_score,0.81091
7YM8_1,lig:Y01||poly:A,ligand_rmsd,
7YM8_1,global,tm_score,0.81091
7YMJ_1,lig:JGX||poly:A,ligand_rmsd,3.5695270965793613
7YMJ_1,global,tm_score,0.68297
7YN3_1,lig:PNS||poly:C,ligand_rmsd,2.154605114521872
7YN3_1,global,tm_score,0.73562
7YN3_1,lig:1N2||poly:A,ligand_rmsd,4.4453722862939165
7YN3_1,global,tm_score,0.73562
7YN3_1,lig:PNS||poly:A,ligand_rmsd,2.154605114521872
7YN3_1,global,tm_score,0.73562
7YNI_1,lig:KQC||poly:A,ligand_rmsd,0.23622751921258683
7YNI_1,global,tm_score,0.87564
7YOD_1,lig:LLP||poly:A,ligand_rmsd,0.4982303608773756
7YOD_1,global,tm_score,0.98365
7YPQ_1,poly:A||poly:Q,DockQ,0.133
7YPQ_1,global,tm_score,0.64413
7YRI_1,lig:SAM||poly:D,ligand_rmsd,1.284074804847616
7YRI_1,global,tm_score,0.45427
7YTW_1,lig:ASC||poly:A,ligand_rmsd,4.277905283254877
7YTW_1,global,tm_score,0.88113
7YTW_1,lig:ASC||poly:B,ligand_rmsd,4.277905283254877
7YTW_1,global,tm_score,0.88113
7YUB_1,lig:S1P||poly:R,ligand_rmsd,
7YUB_1,global,tm_score,0.48028
7YUL_1,lig:GOA||poly:C,ligand_rmsd,0.0
7YUL_1,global,tm_score,0.95068
7YVX_1,lig:CBR||poly:A,ligand_rmsd,1.08078715897257
7YVX_1,global,tm_score,0.14329
7YVX_1,lig:CBR||poly:A,ligand_rmsd,1.08078715897257
7YVX_1,global,tm_score,0.14329
8CXF_1,lig:CBR||poly:A,ligand_rmsd,0.47575291118394764
8CXF_1,global,tm_score,0.12166
7YW2_1,lig:HQG||poly:A,ligand_rmsd,8.054466076298912
7YW2_1,global,tm_score,0.84549
7YW2_1,lig:SOR||poly:A,ligand_rmsd,6.046899676693835
7YW2_1,global,tm_score,0.84549
7YW4_1,lig:NAD||poly:A,ligand_rmsd,6.62618332423452
7YW4_1,global,tm_score,0.93135
8BAQ_1,lig:NAD||poly:A,ligand_rmsd,1.044989303881754
8BAQ_1,global,tm_score,0.89246
8GXB_1,lig:NAD||poly:A,ligand_rmsd,3.587187484297412
8GXB_1,global,tm_score,0.23884
7YWA_1,lig:AGS||poly:F,ligand_rmsd,
7YWA_1,global,tm_score,0.43016
7ZS0_1,lig:HEC||poly:A,ligand_rmsd,1.475801679498063
7ZS0_1,global,tm_score,0.56242
8GTH_1,lig:HEC||poly:A,ligand_rmsd,0.9102041304398523
8GTH_1,global,tm_score,0.85197
7ZTH_1,lig:LLP||poly:B,ligand_rmsd,0.8061065694125076
7ZTH_1,global,tm_score,0.96869
8FFT_1,lig:LLP||poly:B,ligand_rmsd,0.6553964964050384
8FFT_1,global,tm_score,0.96077
7ZU8_1,lig:K93||poly:A,ligand_rmsd,9.225690873967109
7ZU8_1,global,tm_score,0.89908
7ZUS_1,lig:DDG||poly:EEE,ligand_rmsd,
7ZUS_1,global,tm_score,0.89674
7ZUS_1,lig:DDG||poly:AAA,ligand_rmsd,
7ZUS_1,global,tm_score,0.89674
7ZUS_1,lig:DDG||poly:DDD,ligand_rmsd,
7ZUS_1,global,tm_score,0.89674
7ZV5_1,lig:HSV||poly:A,ligand_rmsd,1.142961285433588
7ZV5_1,global,tm_score,0.98883
7ZV5_1,lig:HSV||poly:A,ligand_rmsd,1.142961285433588
7ZV5_1,global,tm_score,0.98883
7ZVB_1,lig:MAN||poly:A,ligand_rmsd,3.1376356551622524
7ZVB_1,global,tm_score,0.88209
8A1F_1,lig:MAN||poly:A,ligand_rmsd,13.11812652404714
8A1F_1,global,tm_score,0.6813
8A47_1,lig:MAN||poly:A,ligand_rmsd,3.4857997312472837
8A47_1,global,tm_score,0.77698
8AEZ_1,lig:MAN||poly:A,ligand_rmsd,2.559414295391534
8AEZ_1,global,tm_score,0.23721
8DVL_1,lig:MAN||poly:A,ligand_rmsd,0.720423178038121
8DVL_1,global,tm_score,0.8785
8HC0_1,lig:MAN||poly:A,ligand_rmsd,0.6542369622142059
8HC0_1,global,tm_score,0.73091
7ZWK_1,lig:DPN||poly:B,ligand_rmsd,0.550691450484174
7ZWK_1,global,tm_score,0.99206
8A0X_1,poly:C||poly:F,DockQ,0.099
8A0X_1,global,tm_score,0.51841
8E3K_1,poly:C||poly:F,DockQ,0.749
8E3K_1,global,tm_score,0.97573
8E3R_1,poly:C||poly:F,DockQ,0.785
8E3R_1,global,tm_score,0.98417
8E4H_1,poly:C||poly:F,DockQ,0.805
8E4H_1,global,tm_score,0.98278
8EBH_1,poly:C||poly:F,DockQ,0.732
8EBH_1,global,tm_score,0.97434
8EE9_1,poly:C||poly:F,DockQ,0.67
8EE9_1,global,tm_score,0.97358
8EJ6_1,poly:C||poly:F,DockQ,0.744
8EJ6_1,global,tm_score,0.97549
8EK8_1,poly:C||poly:F,DockQ,0.188
8EK8_1,global,tm_score,0.96001
8EKJ_1,poly:C||poly:F,DockQ,0.775
8EKJ_1,global,tm_score,0.97664
8EKU_1,poly:C||poly:F,DockQ,0.799
8EKU_1,global,tm_score,0.98185
8EKV_1,poly:C||poly:F,DockQ,0.774
8EKV_1,global,tm_score,0.97473
8EKZ_1,poly:C||poly:F,DockQ,0.794
8EKZ_1,global,tm_score,0.98118
8EM9_1,poly:C||poly:F,DockQ,0.834
8EM9_1,global,tm_score,0.9789
8EQG_1,poly:C||poly:F,DockQ,0.749
8EQG_1,global,tm_score,0.97944
8EQK_1,poly:C||poly:F,DockQ,0.79
8EQK_1,global,tm_score,0.98429
8GT7_1,poly:C||poly:F,DockQ,0.018
8GT7_1,global,tm_score,0.48427
8A0X_1,poly:B||poly:F,DockQ,0.431
8A0X_1,global,tm_score,0.63124
8AAS_1,poly:B||poly:F,DockQ,0.048
8AAS_1,global,tm_score,0.95347
8CUC_1,poly:B||poly:F,DockQ,0.111
8CUC_1,global,tm_score,0.65532
8EML_1,poly:B||poly:F,DockQ,0.895
8EML_1,global,tm_score,0.96478
8A1P_1,lig:LF0||poly:D,ligand_rmsd,0.4369791406158118
8A1P_1,global,tm_score,0.8086
8A3J_1,poly:C||poly:D,DockQ,0.831
8A3J_1,global,tm_score,0.9413
8A8Q_1,poly:C||poly:D,DockQ,0.02
8A8Q_1,global,tm_score,0.58538
8AC8_1,poly:C||poly:D,DockQ,0.04
8AC8_1,global,tm_score,0.94625
8AMS_1,poly:C||poly:D,DockQ,0.826
8AMS_1,global,tm_score,0.55382
8FJB_1,poly:C||poly:D,DockQ,0.076
8FJB_1,global,tm_score,0.60917
8GNN_1,poly:C||poly:D,DockQ,0.606
8GNN_1,global,tm_score,0.95431
8GOM_1,poly:C||poly:D,DockQ,0.632
8GOM_1,global,tm_score,0.9526
8GON_1,poly:C||poly:D,DockQ,0.721
8GON_1,global,tm_score,0.93855
8A44_1,lig:TYS||poly:A,ligand_rmsd,1.468773770020421
8A44_1,global,tm_score,0.55832
8A44_1,lig:TYS||poly:B,ligand_rmsd,1.468773770020421
8A44_1,global,tm_score,0.55832
8A47_1,lig:FUC||poly:C,ligand_rmsd,3.729000283990336
8A47_1,global,tm_score,0.77698
8A47_1,lig:NAG||poly:C,ligand_rmsd,3.6826998107948707
8A47_1,global,tm_score,0.77698
8C44_1,lig:NAG||poly:C,ligand_rmsd,0.5776357991230843
8C44_1,global,tm_score,0.46565
8D5N_1,lig:NAG||poly:C,ligand_rmsd,0.3220341297351658
8D5N_1,global,tm_score,0.89788
8E4C_1,lig:NAG||poly:C,ligand_rmsd,
8E4C_1,global,tm_score,0.50702
8ENT_1,lig:NAG||poly:C,ligand_rmsd,
8ENT_1,global,tm_score,0.86144
8F60_1,lig:NAG||poly:C,ligand_rmsd,
8F60_1,global,tm_score,0.80651
8FGX_1,lig:NAG||poly:C,ligand_rmsd,0.38970766974380167
8FGX_1,global,tm_score,0.82803
8HC7_1,lig:NAG||poly:C,ligand_rmsd,0.19586679876166269
8HC7_1,global,tm_score,0.27153
8A47_1,lig:FUC||poly:B,ligand_rmsd,3.729000283990336
8A47_1,global,tm_score,0.77698
8EGW_1,lig:FUC||poly:B,ligand_rmsd,
8EGW_1,global,tm_score,0.35941
8A47_1,lig:MAN||poly:C,ligand_rmsd,3.4857997312472837
8A47_1,global,tm_score,0.77698
8DDK_1,lig:MAN||poly:C,ligand_rmsd,
8DDK_1,global,tm_score,0.60003
8F60_1,lig:MAN||poly:C,ligand_rmsd,
8F60_1,global,tm_score,0.80651
8A4A_1,lig:GNP||poly:B,ligand_rmsd,0.18991296032656693
8A4A_1,global,tm_score,0.5387
8B69_1,lig:GNP||poly:B,ligand_rmsd,0.391124848593771
8B69_1,global,tm_score,0.4799
8A65_1,lig:L70||poly:A,ligand_rmsd,2.29365919021758
8A65_1,global,tm_score,0.98629
8A8J_1,lig:ANP||poly:A,ligand_rmsd,0.7940074629940969
8A8J_1,global,tm_score,0.95937
8A8J_1,lig:ANP||poly:B,ligand_rmsd,0.7940074629940969
8A8J_1,global,tm_score,0.95937
8A8K_1,lig:AMP||poly:A,ligand_rmsd,2.288373271372141
8A8K_1,global,tm_score,0.95948
8A8M_1,lig:AP2||poly:B,ligand_rmsd,2.2533108223727636
8A8M_1,global,tm_score,0.56494
8A8M_1,lig:AP2||poly:A,ligand_rmsd,2.2533108223727636
8A8M_1,global,tm_score,0.56494
8A8Q_1,lig:MYK||poly:D,ligand_rmsd,1.1768248726269062
8A8Q_1,global,tm_score,0.56786
8A8Q_1,lig:NLE||poly:A,ligand_rmsd,0.6434312531265465
8A8Q_1,global,tm_score,0.56786
8A8Q_1,lig:NLE||poly:D,ligand_rmsd,0.6434312531265465
8A8Q_1,global,tm_score,0.56786
8A8Q_1,lig:MYK||poly:B,ligand_rmsd,1.1768248726269062
8A8Q_1,global,tm_score,0.56786
8A9N_1,lig:LFU||poly:A,ligand_rmsd,1.5216706756062566
8A9N_1,global,tm_score,0.96428
8A9N_1,lig:13D||poly:B,ligand_rmsd,1.7264544650815434
8A9N_1,global,tm_score,0.96428
8A9N_1,lig:COA||poly:A,ligand_rmsd,0.8621497628264282
8A9N_1,global,tm_score,0.96428
8E62_1,lig:COA||poly:A,ligand_rmsd,0.8754700581449564
8E62_1,global,tm_score,0.97367
8HEH_1,lig:COA||poly:A,ligand_rmsd,1.0668615429731267
8HEH_1,global,tm_score,0.48283
8AAA_1,lig:29N||poly:A,ligand_rmsd,1.703414030378078
8AAA_1,global,tm_score,0.85306
8AAA_1,lig:29N||poly:B,ligand_rmsd,1.703414030378078
8AAA_1,global,tm_score,0.85306
8AB0_1,poly:F||poly:X,DockQ,0.12
8AB0_1,global,tm_score,0.67697
8ABT_1,lig:STL||poly:A-4,ligand_rmsd,0.6591789871186909
8ABT_1,global,tm_score,0.83594
8ADB_1,lig:AYE||poly:A,ligand_rmsd,0.15157760388659128
8ADB_1,global,tm_score,0.70431
8BS3_1,lig:AYE||poly:A,ligand_rmsd,0.49070744339168193
8BS3_1,global,tm_score,0.97017
8ADB_1,lig:AYE||poly:B,ligand_rmsd,0.15157760388659128
8ADB_1,global,tm_score,0.70431
8BS3_1,lig:AYE||poly:B,ligand_rmsd,0.49070744339168193
8BS3_1,global,tm_score,0.97017
8ADD_1,lig:CSD||poly:A,ligand_rmsd,4.011260578047755
8ADD_1,global,tm_score,0.91506
8ADM_1,lig:O6C||poly:A,ligand_rmsd,1.3188406555759495
8ADM_1,global,tm_score,0.94701
8AE4_1,lig:SCH||poly:A,ligand_rmsd,2.1527553193523876
8AE4_1,global,tm_score,0.66782
8AE4_1,lig:SCH||poly:B,ligand_rmsd,2.1527553193523876
8AE4_1,global,tm_score,0.66782
8AE4_1,lig:SNN||poly:A,ligand_rmsd,1.955727367886434
8AE4_1,global,tm_score,0.66782
8BC6_1,lig:SNN||poly:A,ligand_rmsd,0.06599374970404392
8BC6_1,global,tm_score,0.97016
8AE4_1,lig:SNN||poly:B,ligand_rmsd,1.955727367886434
8AE4_1,global,tm_score,0.66782
8AE5_1,lig:SCH||poly:C,ligand_rmsd,3.4312285075829614
8AE5_1,global,tm_score,0.67457
8AE5_1,lig:SNN||poly:C,ligand_rmsd,2.319342677354945
8AE5_1,global,tm_score,0.67457
8AG0_1,lig:BGC||poly:B,ligand_rmsd,
8AG0_1,global,tm_score,0.65194
8AHR_1,lig:PLP||poly:A,ligand_rmsd,0.3915328841021322
8AHR_1,global,tm_score,0.98278
8DLE_1,lig:PLP||poly:A,ligand_rmsd,6.402518994163548
8DLE_1,global,tm_score,0.80491
8AKP_1,lig:BMA||poly:A,ligand_rmsd,8.300985211407136
8AKP_1,global,tm_score,0.95604
8B3B_1,lig:BMA||poly:A,ligand_rmsd,9.73903940839043
8B3B_1,global,tm_score,0.83906
8ALK_1,lig:OJU||poly:A,ligand_rmsd,3.7179162976390425
8ALK_1,global,tm_score,0.51404
8ALK_1,lig:OJU||poly:B,ligand_rmsd,3.7179162976390425
8ALK_1,global,tm_score,0.51404
8AMO_1,lig:HEM||poly:A,ligand_rmsd,0.5426097850547935
8AMO_1,global,tm_score,0.95654
8AW5_1,lig:HEM||poly:A,ligand_rmsd,3.946155607617984
8AW5_1,global,tm_score,0.34411
8E83_1,lig:HEM||poly:A,ligand_rmsd,7.293357437677172
8E83_1,global,tm_score,0.84853
8FBC_1,lig:HEM||poly:A,ligand_rmsd,0.48901830112707356
8FBC_1,global,tm_score,0.95186
8FIB_1,lig:HEM||poly:A,ligand_rmsd,0.5315478531915617
8FIB_1,global,tm_score,0.94254
8GZ3_1,lig:HEM||poly:A,ligand_rmsd,2.2375628670913446
8GZ3_1,global,tm_score,0.52751
8H17_1,lig:HEM||poly:A,ligand_rmsd,1.1081868596107578
8H17_1,global,tm_score,0.92449
8HDD_1,lig:HEM||poly:A,ligand_rmsd,1.4974555521609565
8HDD_1,global,tm_score,0.78159
8AMP_1,lig:F3S||poly:A,ligand_rmsd,0.479596059199823
8AMP_1,global,tm_score,0.94847
8APQ_1,lig:OA9||poly:B,ligand_rmsd,2.9237278150077515
8APQ_1,global,tm_score,0.95282
8APQ_1,lig:COA||poly:B,ligand_rmsd,2.079238724619743
8APQ_1,global,tm_score,0.95282
8APQ_1,lig:MEZ||poly:B,ligand_rmsd,1.4672857177455254
8APQ_1,global,tm_score,0.95282
8AQA_1,lig:LDO||poly:B,ligand_rmsd,0.99918592363984
8AQA_1,global,tm_score,0.99173
8AQK_1,lig:4J5||poly:B,ligand_rmsd,1.416925179393746
8AQK_1,global,tm_score,0.99196
8AQK_1,lig:4J5||poly:A,ligand_rmsd,1.416925179393746
8AQK_1,global,tm_score,0.99196
8AUC_1,lig:PC4||poly:A,ligand_rmsd,41.79482889461327
8AUC_1,global,tm_score,0.29884
8AV2_1,lig:CSO||poly:A,ligand_rmsd,1.0035477638287664
8AV2_1,global,tm_score,0.51993
8AVH_1,lig:PDO||poly:B,ligand_rmsd,8.211636161326194
8AVH_1,global,tm_score,0.91775
8AW3_1,poly:1||poly:2,DockQ,0.013
8AW3_1,global,tm_score,0.52367
8AW3_1,poly:1||poly:3,DockQ,0.015
8AW3_1,global,tm_score,0.52367
8B0P_1,lig:IG7||poly:A,ligand_rmsd,4.474664657105421
8B0P_1,global,tm_score,0.94574
8B1N_1,lig:SAM||poly:B,ligand_rmsd,0.6708472724569734
8B1N_1,global,tm_score,0.68276
8B2Y_1,lig:CRQ||poly:A,ligand_rmsd,2.596462013880391
8B2Y_1,global,tm_score,0.89486
8HGI_1,lig:CRQ||poly:A,ligand_rmsd,15.78137209240843
8HGI_1,global,tm_score,0.64726
8B4B_1,poly:L||poly:X,DockQ,0.053
8B4B_1,global,tm_score,0.49396
8B4B_1,poly:M||poly:W,DockQ,0.066
8B4B_1,global,tm_score,0.34709
8B4C_1,poly:D||poly:M,DockQ,0.604
8B4C_1,global,tm_score,0.87549
8B4C_1,poly:D||poly:L,DockQ,0.706
8B4C_1,global,tm_score,0.91946
8B4D_1,poly:C||poly:L,DockQ,0.026
8B4D_1,global,tm_score,0.35652
8B4D_1,poly:B||poly:M,DockQ,0.202
8B4D_1,global,tm_score,0.46781
8B4E_1,poly:B||poly:M,DockQ,0.008
8B4E_1,global,tm_score,0.47862
8B4E_1,poly:A||poly:L,DockQ,0.044
8B4E_1,global,tm_score,0.47862
8B4L_1,lig:AHD||poly:E,ligand_rmsd,2.1617874750175736
8B4L_1,global,tm_score,0.85405
8B4L_1,lig:AHD||poly:A,ligand_rmsd,2.1617874750175736
8B4L_1,global,tm_score,0.85405
8B5A_1,lig:P1V||poly:A,ligand_rmsd,0.4345974820780392
8B5A_1,global,tm_score,0.48649
8B5C_1,lig:P1V||poly:A,ligand_rmsd,0.47330423091284535
8B5C_1,global,tm_score,0.97817
8B5C_1,lig:P1V||poly:B,ligand_rmsd,0.47330423091284535
8B5C_1,global,tm_score,0.97817
8B5S_1,lig:UDP||poly:A,ligand_rmsd,1.0971834348002163
8B5S_1,global,tm_score,0.52969
8H5D_1,lig:UDP||poly:A,ligand_rmsd,1.1995152492569656
8H5D_1,global,tm_score,0.93218
8B5S_1,lig:UPG||poly:B,ligand_rmsd,
8B5S_1,global,tm_score,0.52969
8B61_1,lig:P7W||poly:A,ligand_rmsd,13.016826838365793
8B61_1,global,tm_score,0.66909
8B6S_1,lig:CRO||poly:A,ligand_rmsd,0.45414805255154794
8B6S_1,global,tm_score,0.48731
8B6S_1,lig:OEH||poly:A,ligand_rmsd,12.81056591898053
8B6S_1,global,tm_score,0.48731
8B87_1,lig:SDY||poly:B,ligand_rmsd,0.740983589561874
8B87_1,global,tm_score,0.47293
8B9G_1,lig:ADP||poly:A,ligand_rmsd,0.5828822528956804
8B9G_1,global,tm_score,0.83397
8BV0_1,lig:ADP||poly:A,ligand_rmsd,0.659871839408566
8BV0_1,global,tm_score,0.59729
8DVS_1,lig:ADP||poly:A,ligand_rmsd,1.0092333892980738
8DVS_1,global,tm_score,0.92211
8EJM_1,lig:ADP||poly:A,ligand_rmsd,0.648461334122438
8EJM_1,global,tm_score,0.70415
8ENK_1,lig:ADP||poly:A,ligand_rmsd,0.38868491476125366
8ENK_1,global,tm_score,0.51949
8FNY_1,lig:ADP||poly:A,ligand_rmsd,13.457480704508633
8FNY_1,global,tm_score,0.59636
8B9N_1,lig:DRZ||poly:B,ligand_rmsd,1.0665856002812304
8B9N_1,global,tm_score,0.95702
8B9N_1,lig:DRZ||poly:A,ligand_rmsd,1.0665856002812304
8B9N_1,global,tm_score,0.95702
8B9U_1,lig:MLE||poly:B,ligand_rmsd,0.7901695626748589
8B9U_1,global,tm_score,0.48353
8B9U_1,lig:MAA||poly:A,ligand_rmsd,0.48708935011966675
8B9U_1,global,tm_score,0.48353
8B9U_1,lig:E9M||poly:A,ligand_rmsd,0.8989304411354634
8B9U_1,global,tm_score,0.48353
8BAR_1,lig:APR||poly:A,ligand_rmsd,1.2821649384648497
8BAR_1,global,tm_score,0.89921
8BAR_1,lig:NCA||poly:A,ligand_rmsd,1.0217129907931854
8BAR_1,global,tm_score,0.89921
8BT9_1,lig:NCA||poly:A,ligand_rmsd,13.73089849576899
8BT9_1,global,tm_score,0.41272
8BAR_1,lig:NCA||poly:D,ligand_rmsd,1.0217129907931854
8BAR_1,global,tm_score,0.89921
8BAR_1,lig:APR||poly:D,ligand_rmsd,1.2821649384648497
8BAR_1,global,tm_score,0.89921
8BAU_1,lig:AR6||poly:A,ligand_rmsd,3.900489699277088
8BAU_1,global,tm_score,0.89781
